"","index","order","family","genus","species","binomial","taxonomy.ref","distribution","continent","mass","mass.ref","mass.status","iucn.status","year.evaluated","extant.status","last.occurence.ka","last.occurence.ref","time.of.extinction","trophic","trophic.ref","habitat.mode","lab.comments","to.do","old.distribution","X"
"937",4976,"Rodentia","Muridae","Apodemus","agrarius","Apodemus agrarius","1","Palearctic and Oriental regions in two disjunct segments. One from C Europe (from S Finland, Baltic region, through Poland and C Germany to NE Italy and through the Balkan countries to Greece, Romania, Bulgaria, and Turkish Thrace; Mitchell-Jones et al., 1999; Petrov, 1992; VohralÌk, 1992; VohralÌk and Sofianidou, 1992<i>b</i>) east to the Caucasus, parts of Kazakhstan and Kyrgyzstan, and west of Lake Baikal region and adjacent Mongolia and NW China (Xinjiang). The other portion from the Amur River region in far E Russia extending through Korea (including some offshore islands) and westward through China from northern reaches of Nei Mongol and Heilongjiang in the northeast to W Yunnan (Wang, 2003; Zhang et al., 1997); also in the small Senkaku Isl group of Japan (Kaneko, 1994) and on Taiwan (M.-J. Yu, 1996). Expansion of geographic range due to anthropogenic pressures reported by Karaseva et al. (1992).","Eurasia",23.3,"68, 173","valid","LC",2008,"extant","","","","frug/ginsect","same as congeners","terr","","","",NA
"938",4359,"Rodentia","Cricetidae","Phodopus","campbelli","Phodopus campbelli","1","Transbaikalia in Russia, Mongolia, and adjacent China (W Xinjiang, N Hebei, and N Nei Mongol).","Eurasia",23.4,"68","valid","LC",2008,"extant","","","","ginsect/frug/browse","","terr","phylo revision; Phodopus is now in Cricetidae not Muridae","","",NA
"939",6478,"Soricomorpha","Soricidae","Crocidura","wimmeri","Crocidura wimmeri","1","S CÙte díIvoire.","Africa",23.5,"60","valid","CR",2016,"extant","","","Future","ginsect","t1","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"940",5107,"Rodentia","Muridae","Dipodillus","dasyurus","Dipodillus dasyurus","1","Arabian Peninsula, Iraq, Syria, Jordan, Lebanon, Israel, Sinai, E desert of Egypt (see Harrison and Bates, 1991); also recorded from Turkey (Yi&#151;it et al., 1997).","Africa",23.5,"64","valid","LC",2016,"extant","","","","frug/browse","t1","terr","synonym; was Gerbillus, now is Dipodillus","","",NA
"941",5108,"Rodentia","Muridae","Dipodillus","dasyurus","Dipodillus dasyurus","1","Arabian Peninsula, Iraq, Syria, Jordan, Lebanon, Israel, Sinai, E desert of Egypt (see Harrison and Bates, 1991); also recorded from Turkey (Yi&#151;it et al., 1997).","Eurasia",23.5,"64","valid","LC",2016,"extant","","","","frug/browse","t1","terr","synonym; was Gerbillus, now is Dipodillus","","",NA
"942",5879,"Rodentia","Platacanthomyidae","Typhlomys","cinereus","Typhlomys cinereus","1","Montane forests in mountains of S China (S Shaanxi, SE Gansu, W Sichuan, SW Hubei, SW Yunnan, Guizhou, Chongqing, Guangxi, W Hunan, Fujian, Jiangxi, W Zhejiang, and S Anhui) and NW Vietnam (northwest of the Red River); see G. M. Allen (1940 and references cited therein), Osgood (1932), Liu et al. (1985), Wang et al. (1996), Wang (2003), Wu and Wang (1984), Zhang et al. (1997).","Eurasia",23.5,"325","valid","LC",2008,"extant","","","","ginsect/frug/browse","","terr","phylo revision; Typhlomys is now in Platacanthomyidae not Muridae","","China |Vietnam",NA
"943",4306,"Rodentia","Cricetidae","Peromyscus","eremicus","Peromyscus eremicus","1","SE California, S Nevada, and SW Utah east to Trans-Pecos Texas, USA; south along mainland coast to C Sinaloa, and on the Mexican Plateau to N Zacatecas and S San Luis PotosÌ, MÈxico.","North.America",23.65,"60","valid","LC",2016,"extant","","","","frug/ginsect/browse","t2","terr","phylo revision; Peromyscus is now in Cricetidae not Muridae","","",NA
"944",2396,"Chiroptera","Vespertilionidae","Otonycteris","hemprichii","Otonycteris hemprichii","1","The desert zone from Morocco and Niger through Tunisia, Algeria, Libya, Egypt, Oman, Saudi Arabia, Jordan, Syria, and Iraq to Turkmenistan, Tajikistan, Uzbekistan, Kyrgyzstan, Afghanistan, and Kashmir.","Africa",23.78,"153","","LC",2017,"extant","","","","ainsect","t1","volant","","","Morocco, Niger, Egypt, Tadzhikistan, Afghanistan, Kashmir",NA
"945",2397,"Chiroptera","Vespertilionidae","Otonycteris","hemprichii","Otonycteris hemprichii","1","The desert zone from Morocco and Niger through Tunisia, Algeria, Libya, Egypt, Oman, Saudi Arabia, Jordan, Syria, and Iraq to Turkmenistan, Tajikistan, Uzbekistan, Kyrgyzstan, Afghanistan, and Kashmir.","Eurasia",23.78,"153","","LC",2017,"extant","","","","ainsect","t1","volant","","","Morocco, Niger, Egypt, Tadzhikistan, Afghanistan, Kashmir",NA
"946",2685,"Didelphimorphia","Didelphidae","Gracilinanus","marica","Gracilinanus marica","1","N Colombia and Venezuela.","South.America",23.8,"61","valid","LC",2016,"extant","","","","Ginsect/frug","t3","terr","","","",NA
"947",6408,"Soricomorpha","Soricidae","Crocidura","mutesae","Crocidura mutesae","1","Uganda; perhaps more widely distributed.","Africa",23.91,"289","valid","DD",2008,"extant","","","","ginsect","t1","","Discarded order; was Insectivora now Soricopmorpha","","",NA
"948",1121,"Chiroptera","Megadermatidae","Lavia","frons","Lavia frons","1","Senegal and Gambia to Somalia, south to Namibia, Zambia, and Malawi; Zanzibar.","Africa",23.933,"153","valid","LC",2008,"extant","","","","ginsect/carn","t1","volant","","","Senegal, Somalia, , Zambia, Malawi, Zanzibar",NA
"949",2764,"Diprotodontia","Burramyidae","Cercartetus","nanus","Cercartetus nanus","1","Australia: SE South Australia, E New South Wales to SE Queensland, Victoria, and Tasmania.","Australia",24,"59","valid","LC",2015,"extant","","","","Frug","t4","arboreal","","","",NA
"950",3833,"Rodentia","Cricetidae","Akodon","mimus","Akodon mimus","1","Upper E Andean slopes, about 2000-3700 m, from SE Per˙ (Puno Dept.; Patton and Smith, 1992) to WC Bolivia (Cochabamba Dept.; Anderson, 1997).","South.America",24,"61","valid","LC",2008,"extant","","","","ginsect/frug/browse","t3","terr","phylo revision; Akodon is now in Cricetidae not Muridae","","",NA
"951",4457,"Rodentia","Cricetidae","Thalpomys","cerradensis","Thalpomys cerradensis","1","Cerrado of C Brazil.","South.America",24,"61","valid","LC",2008,"extant","","","","Ginsect","t3","terr","phylo revision; Thalpomys is now in Cricetidae not Muridae","","",NA
"952",4458,"Rodentia","Cricetidae","Thalpomys","lasiotis","Thalpomys lasiotis","1","Cerrado of C Brazil.","South.America",24,"61","valid","LC",2008,"extant","","","","Ginsect","t3","terr","phylo revision; Thalpomys is now in Cricetidae not Muridae","","",NA
"953",4910,"Rodentia","Heteromyidae","Perognathus","alticolus","Perognathus alticolus","1","SC California (USA).","North.America",24,"66","valid","VU",2016,"extant","","","","Frug/browse","t2","terr","spelling error, alticolus not alticola","","",NA
"954",5157,"Rodentia","Muridae","Gerbillus","gleadowi","Gerbillus gleadowi","1","NW India (Rajasthan and Gujarat; see Agrawal, 2000), sand dunes along Indus Valley of Pakistan (see Lay and Nadler, 1975).","Eurasia",24,"117","valid","LC",2008,"extant","","","","frug/browse","same as congeners","terr","","","India, Pakistan",NA
"955",4948,"Rodentia","Muridae","Acomys","ignitus","Acomys ignitus","1","Usambara Mtns in NE Tanzania (specimens in FMNH), and Kenya (F. Petter, 1983, reports the species from Somalia but gives no exact locality). See Bates (1994); range limits unknown.","Africa",24,"332","valid","LC",2008,"extant","","","","frug/browse","t1","terr","","","",NA
"956",1576,"Chiroptera","Phyllostomidae","Sturnira","tildae","Sturnira tildae","1","Brazil, Guianas, Venezuela, Trinidad, Colombia, Ecuador, Peru, Bolivia.","South.America",24.04,"153","valid","LC",2016,"extant","","","","Frug","t3","volant","","","Brazil, Guianas, Venezuela, Trindad, Colombia, Ecuador, Peru, Bolivia",NA
"957",8,"Afrosoricida","Chrysochloridae","Calcochloris","obtusirostris","Calcochloris obtusirostris","1","Maputaland (KwaZulu-Natal) and Kruger Nat. Park (Northern Prov., South Africa); S Zimbabwe and S Mozambique.","Africa",24.05,"60, 129","valid","LC",2015,"extant","","","","ginsect","t1","terr- fossorial","Invalid order (paraphyletic); changed from Insectivora to Afrosoricida","","Mozambique, South Africa, Zimbabwe",NA
"958",4614,"Rodentia","Dipodidae","Euchoreutes","naso","Euchoreutes naso","1","S Mongolia; China (Nei Mongolia, Xinjiang, Qinghai, Gansu, and Ningxia; see Chen and Wang, 1985; Liu et al., 1990; Ma et al., 1987; Qian et al., 1965; Shou, 1962; Zhang and Wang, 1963; Wang, 2003; and Zheng and Zhang, 1990; Chinese range mapped by Zhang et al., 1997).","Eurasia",24.14,"56, 60","valid","LC",2008,"extant","","","","Frug/browse","t7","terr","","","Mongolia & China",NA
"959",1544,"Chiroptera","Phyllostomidae","Platyrrhinus","lineatus","Platyrrhinus lineatus","1","Colombia to Peru, Bolivia, Uruguay, N Argentina, and S and E Brazil; French Guyana; Surinam.","South.America",24.364,"153","valid","LC",2008,"extant","","","","Frug/ginsect","t3","volant","","","Colombia, Peru, Bolivia, Uruguay, Argentina, Brazil, French Guyana, Surinam",NA
"960",2533,"Chiroptera","Vespertilionidae","Vespertilio","sinensis","Vespertilio sinensis","1","China, Ussuri region (Russia), Korea, Japan, Taiwan.","Eurasia",24.475,"153","","LC",2018,"extant","","","","Ainsect","same as family","volant","synonym; changed from superans to sinensis","","China, Ussuri region (Russia), Korea, japan, taiwan",NA
"961",1546,"Chiroptera","Phyllostomidae","Platyrrhinus","umbratus","Platyrrhinus umbratus","1","Panama, N and W Colombia, N Venezuela.","North.America",24.5,"153","valid","DD",2016,"extant","","","","Frug/ginsect","t2","volant","","","Panama, Colombia, Venezuela",NA
"962",1547,"Chiroptera","Phyllostomidae","Platyrrhinus","umbratus","Platyrrhinus umbratus","1","Panama, N and W Colombia, N Venezuela.","South.America",24.5,"153","valid","DD",2016,"extant","","","","Frug/ginsect","t3","volant","","","Panama, Colombia, Venezuela",NA
"963",1685,"Chiroptera","Pteropodidae","Megaerops","ecaudatus","Megaerops ecaudatus","1","Borneo, Sumatra, W Malaysia, Thailand, perhaps Vietnam.","Eurasia",24.667,"153","","LC",2008,"extant","","","","Frug","same as family","volant","","","Borneo, Sumatra, Malaysia, Thailand",NA
"964",3811,"Rodentia","Cricetidae","Abrothrix","sanborni","Abrothrix sanborni","1","S Chile and possibly adjacent Argentina.","South.America",24.7,"60","valid","NT",2008,"extant","","","Future2","ginsect/frug/browse","t3","terr","synonym; was Akodon, now is Abrothrix","","Chile, Argentina",NA
"965",1126,"Chiroptera","Megadermatidae","Megaderma","spasma","Megaderma spasma","1","Sri Lanka and India through SE Asia (including Vietnam) to Lesser Sundas, the Philippines and Molucca Isls, various adjacent islands.","Eurasia",24.75,"153","valid","LC",2019,"extant","","","","Carn","t7","volant","","","Sri Lanka, India, Philippines, Molucca Isls",NA
"966",2294,"Chiroptera","Vespertilionidae","Myotis","myotis","Myotis myotis","1","C and S Europe, east to Ukraine; S England; most Mediterranean islands; Azores (Portugal); Asia Minor; Lebanon, Syria, and Israel.","Eurasia",24.787,"153","","LC",2006,"extant","","","","Ainsect","same as congeners","volant","","","Ukariane, England, Portugual, Lebanon, Israel",NA
"967",5785,"Rodentia","Muridae","Vernaya","fulva","Vernaya fulva","1","S China (N Sichuan, W Yunnan, S Gansu, and SW Shaanxi; Li and Wang, 1995) and N Burma (Anthony, 1941); recorded only above 2135 m.","Eurasia",24.85,"56, 326","valid","LC",2008,"extant","","","","ginsect/frug/browse","","terr","","","China, Burma",NA
"968",3815,"Rodentia","Cricetidae","Akodon","affinis","Akodon affinis","1","Cordillera Occidental of W Colombia.","South.America",24.9,"61","valid","LC",2008,"extant","","","","ginsect/frug/browse","t3","terr","phylo revision; Akodon is now in Cricetidae not Muridae","","",NA
"969",4228,"Rodentia","Cricetidae","Onychomys","torridus","Onychomys torridus","1","C California, S Nevada, and extreme SW Utah, USA, south to N Baja California Norte, Sonora, and N Sinaloa, MÈxico.","North.America",24.967,"60","valid","LC",2008,"extant","","","","Ginsect/carn","t2","terr","phylo revision; Onychomys is now in Cricetidae not Muridae","","",NA
"970",2578,"Dasyuromorphia","Dasyuridae","Antechinomys","laniger","Antechinomys laniger","1","Western Australia, S Northern Territory, N Victoria, W New South Wales, SW Queensland, N South Australia.","Australia",25,"59","valid","LC",2008,"extant","","","","Ginsect","t4","terr","synonym; Sminthopsis is now Antechinomys","","",NA
"971",2637,"Dasyuromorphia","Dasyuridae","Sminthopsis","butleri","Sminthopsis butleri","1","In Australia known only from the type locality; also in Papua New Guinea.","Australia",25,"59","valid","VU",2015,"extant","","","Future","Ginsect","t4","terr","","","",NA
"972",2643,"Dasyuromorphia","Dasyuridae","Sminthopsis","granulipes","Sminthopsis granulipes","1","SW Western Australia.","Australia",25,"59","valid","LC",2008,"extant","","","","Ginsect","t4","terr","","","",NA
"973",5597,"Rodentia","Muridae","Pseudomys","desertor","Pseudomys desertor","1","Arid and semiarid tropical regions of Australia; Western Australia, South Australia, Northern Territory, Queensland, New South Wales, and possibly Victoria; also recorded from Bernier Isl, Western Australia (Kerle, 1995<i>a</i>:595; Mahoney and Richardson, 1988:174); Robinson et al. (2000) summarized the distribution in South Australia; Williams (1995<i>c</i>) discussed the possible distribution in Victoria.","Australia",25,"59","valid","LC",2016,"extant","","","","Browse","t4","terr","","","",NA
"974",4214,"Rodentia","Cricetidae","Oligoryzomys","fulvescens","Oligoryzomys fulvescens","1","W and E versants of S MÈxico, through Central America, to Ecuador, N and C Venezuela, Guianas, and northernmost Brazil in South America.","North.America",25,"60","valid","LC",2008,"extant","","","","Frug/ginsect","same as congeners","terr","phylo revision; Oligoryzomys is now in Cricetidae not Muridae","","",NA
"975",3818,"Rodentia","Cricetidae","Akodon","azarae","Akodon azarae","1","NE and EC Argentina, Paraguay, Uruguay, and extreme S Brazil.","South.America",25,"60","valid","LC",2008,"extant","","","","ginsect/frug/browse","t3","terr","phylo revision; Akodon is now in Cricetidae not Muridae","","",NA
"976",4215,"Rodentia","Cricetidae","Oligoryzomys","fulvescens","Oligoryzomys fulvescens","1","W and E versants of S MÈxico, through Central America, to Ecuador, N and C Venezuela, Guianas, and northernmost Brazil in South America.","South.America",25,"60","valid","LC",2008,"extant","","","","Frug/ginsect","t3","terr","phylo revision; Oligoryzomys is now in Cricetidae not Muridae","","",NA
"977",5048,"Rodentia","Muridae","Chiropodomys","gliroides","Chiropodomys gliroides","1","Documented from W China (S Guangxi andYunnan; Wang, 2003, and Zhang et al., 1997), NE India (Assam; Agrawal, 2000), Burma, Thailand (J. T. Marshall, Jr. 1977<i>a</i>; Robinson et al., 1995), Laos (Smith et al., In Press), Vietnam (Dang et al., 1994; Lunde et al., 2003<i>b</i>), Malay Peninsula (Medway, 1969), S Sumatra, Pulau Nias, Kepulauan Tujuh, Kepulauan Natuna, Java, and Bali; range primarily extracted from Corbet and Hill (1992), Musser (1979), and Wu and Deng (1984); probably also occurs on other small islands of the Sunda Shelf and in Cambodia.","Eurasia",25,"68","valid","LC",2008,"extant","","","","Frug/browse","","terr","","","",NA
"978",4121,"Rodentia","Cricetidae","Myopus","schisticolor","Myopus schisticolor","1","Coniferous taiga zone from Norway and Sweden through Siberia to Kolyma River and Kamchatka (Nikanorov, 2000), south to the Altai Mtns, N Mongolia and NE China (N Heilongjiang and N Nei Mongol; Zhang et al., 1997), and the Sikhote Alin Range (Corbet, 1978<i>c</i>); also a southern isolate in the Ural Mtns, near source of Ural River, about 450 km south of previously recorded limit at 58∫N.","Eurasia",25,"68","valid","LC",2008,"extant","","","","ginsect/frug/browse","","terr","phylo revision; Myopus is now in Cricetidae not Muridae","","",NA
"979",2340,"Chiroptera","Vespertilionidae","Myotis","vivesi","Myotis vivesi","1","Coast of Sonora and Baja California (Mexico), chiefly on small islands.","North.America",25,"153","","VU",2015,"extant","","","","piscivore","t2","volant","","","Mexico",NA
"980",19,"Afrosoricida","Chrysochloridae","Cryptochloris","zyli","Cryptochloris zyli","1","Known only from the type locality.","Africa",25,"229","valid","EN",2014,"extant","","","Future","ginsect","t1","terr- fossorial","Invalid order (paraphyletic); changed from Insectivora to Afrosoricida","","South Africa",NA
"981",5156,"Rodentia","Muridae","Gerbillus","gerbillus","Gerbillus gerbillus","1","From SW Jordan and S Israel through Egypt, N Sudan (Yalden et al., 1996) and Djibouti to Morocco and SW Mauritania; also N and S Mali, N Niger, and N Chad (see Aulagnier and Thevenot, 1986; Corbet, 1978<i>c</i>; Dobigny et al., 2002<i>b</i>; Granjon et al., 2002<i>b</i>; Harrison and Bates, 1991:283; Mendelssohn and Yom-Tov, 1999; Osborn and Helmy, 1980:131; Pearch et al., 2001; Qumsiyeh, 1996).","Africa",25.037,"60, 128","valid","LC",2008,"extant","","","","frug/browse","t1","terr","","","",NA
